step       1  loss  9.1538  lr 1.00e-05  warmup       0.00M tok    1.50s  loss/mtp=9.934  train/grad_norm=178.4
step       2  loss  8.7329  lr 2.00e-05  warmup       0.00M tok    0.89s  loss/mtp=9.542  train/grad_norm=192.3
step       3  loss  9.0907  lr 3.00e-05  warmup       0.01M tok    0.89s  loss/mtp=9.94  train/grad_norm=182.6
step       4  loss  8.7141  lr 4.00e-05  warmup       0.01M tok    0.87s  loss/mtp=9.776  train/grad_norm=153.9
step       5  loss  8.7102  lr 5.00e-05  warmup       0.01M tok    0.91s  loss/mtp=9.718  train/grad_norm=117.3
step       6  loss  8.1235  lr 6.00e-05  warmup       0.01M tok    0.88s  loss/mtp=8.897  train/grad_norm=105.4
step       7  loss  7.5706  lr 7.00e-05  warmup       0.01M tok    0.87s  loss/mtp=8.464  train/grad_norm=58.34
step       8  loss  7.6624  lr 8.00e-05  warmup       0.02M tok    0.87s  loss/mtp=8.561  train/grad_norm=53.68
step       9  loss  7.4584  lr 9.00e-05  warmup       0.02M tok    0.89s  loss/mtp=8.388  train/grad_norm=52.26
step      10  loss  7.1389  lr 1.00e-04  warmup       0.02M tok    0.88s  loss/mtp=8.032  train/grad_norm=35.27
step      11  loss  6.9197  lr 1.10e-04  warmup       0.02M tok    0.89s  loss/mtp=7.739  train/grad_norm=46.8
step      12  loss  7.2208  lr 1.20e-04  warmup       0.02M tok    0.88s  loss/mtp=8.169  train/grad_norm=31.25
step      13  loss  6.9943  lr 1.30e-04  warmup       0.03M tok    0.88s  loss/mtp=7.996  train/grad_norm=27.27
step      14  loss  6.5650  lr 1.40e-04  warmup       0.03M tok    0.87s  loss/mtp=7.616  train/grad_norm=21.89
step      15  loss  6.5831  lr 1.50e-04  warmup       0.03M tok    0.88s  loss/mtp=7.924  train/grad_norm=21.03
step      16  loss  6.4811  lr 1.60e-04  warmup       0.03M tok    0.88s  loss/mtp=7.943  train/grad_norm=21.62
step      17  loss  6.5294  lr 1.70e-04  warmup       0.03M tok    0.87s  loss/mtp=8.097  train/grad_norm=27.08
step      18  loss  6.3813  lr 1.80e-04  warmup       0.04M tok    0.88s  loss/mtp=8.324  train/grad_norm=18.56
step      19  loss  6.1588  lr 1.90e-04  warmup       0.04M tok    0.87s  loss/mtp=8.298  train/grad_norm=20.12
step      20  loss  6.2832  lr 2.00e-04  warmup       0.04M tok    0.87s  loss/mtp=8.532  train/grad_norm=15.45
step      21  loss  5.7171  lr 2.10e-04  warmup       0.04M tok    0.87s  loss/mtp=8.426  train/grad_norm=18.65
step      22  loss  6.3087  lr 2.20e-04  warmup       0.05M tok    0.88s  loss/mtp=8.851  train/grad_norm=27.95
