Loading weights:   0%|          | 0/311 [00:00<?, ?it/s]Loading weights:   0%|          | 1/311 [00:00<00:59,  5.23it/s]Loading weights:  94%|█████████▍| 293/311 [00:00<00:00, 1251.22it/s]Loading weights: 100%|██████████| 311/311 [00:00<00:00, 1036.11it/s]
step       1  loss  9.1538  lr 1.00e-05  warmup       0.00M tok    1.62s  loss/donor_kl=6.055  loss/mtp=9.934  loss/total=7.605  train/grad_norm=179.4
step       2  loss  8.7323  lr 2.00e-05  warmup       0.00M tok    1.09s  loss/donor_kl=6.464  loss/mtp=9.542  loss/total=7.598  train/grad_norm=192.1
step       3  loss  9.0873  lr 3.00e-05  warmup       0.01M tok    1.10s  loss/donor_kl=6.603  loss/mtp=9.939  loss/total=7.845  train/grad_norm=182.4
step       4  loss  8.7088  lr 4.00e-05  warmup       0.01M tok    1.10s  loss/donor_kl=5.88  loss/mtp=9.775  loss/total=7.294  train/grad_norm=153.3
step       5  loss  8.7052  lr 5.00e-05  warmup       0.01M tok    1.10s  loss/donor_kl=5.969  loss/mtp=9.718  loss/total=7.337  train/grad_norm=116.1
step       6  loss  8.1108  lr 6.00e-05  warmup       0.01M tok    1.10s  loss/donor_kl=5.463  loss/mtp=8.893  loss/total=6.787  train/grad_norm=103.2
step       7  loss  7.5637  lr 7.00e-05  warmup       0.01M tok    1.10s  loss/donor_kl=4.756  loss/mtp=8.465  loss/total=6.16  train/grad_norm=57.59
step       8  loss  7.6531  lr 8.00e-05  warmup       0.02M tok    1.11s  loss/donor_kl=4.756  loss/mtp=8.565  loss/total=6.205  train/grad_norm=51.83
step       9  loss  7.4524  lr 9.00e-05  warmup       0.02M tok    1.11s  loss/donor_kl=5.036  loss/mtp=8.396  loss/total=6.244  train/grad_norm=51.39
step      10  loss  7.1256  lr 1.00e-04  warmup       0.02M tok    1.10s  loss/donor_kl=4.552  loss/mtp=8.039  loss/total=5.839  train/grad_norm=33.66
step      11  loss  6.8938  lr 1.10e-04  warmup       0.02M tok    1.10s  loss/donor_kl=4.105  loss/mtp=7.734  loss/total=5.499  train/grad_norm=45.75
step      12  loss  7.2014  lr 1.20e-04  warmup       0.02M tok    1.10s  loss/donor_kl=4.631  loss/mtp=8.181  loss/total=5.916  train/grad_norm=30.62
step      13  loss  6.9803  lr 1.30e-04  warmup       0.03M tok    1.11s  loss/donor_kl=3.916  loss/mtp=8.022  loss/total=5.448  train/grad_norm=26.35
step      14  loss  6.5424  lr 1.40e-04  warmup       0.03M tok    1.10s  loss/donor_kl=3.618  loss/mtp=7.645  loss/total=5.08  train/grad_norm=20.96
step      15  loss  6.5627  lr 1.50e-04  warmup       0.03M tok    1.11s  loss/donor_kl=3.708  loss/mtp=7.963  loss/total=5.135  train/grad_norm=19.79
step      16  loss  6.4601  lr 1.60e-04  warmup       0.03M tok    1.11s  loss/donor_kl=3.493  loss/mtp=7.993  loss/total=4.977  train/grad_norm=20.95
step      17  loss  6.4893  lr 1.70e-04  warmup       0.03M tok    1.11s  loss/donor_kl=3.867  loss/mtp=8.147  loss/total=5.178  train/grad_norm=25.36
step      18  loss  6.3624  lr 1.80e-04  warmup       0.04M tok    1.11s  loss/donor_kl=3.717  loss/mtp=8.4  loss/total=5.039  train/grad_norm=17.79
step      19  loss  6.1284  lr 1.90e-04  warmup       0.04M tok    1.10s  loss/donor_kl=3.761  loss/mtp=8.377  loss/total=4.945  train/grad_norm=19.31
step      20  loss  6.2555  lr 2.00e-04  warmup       0.04M tok    1.10s  loss/donor_kl=3.701  loss/mtp=8.613  loss/total=4.978  train/grad_norm=14.63
step      21  loss  5.6756  lr 2.10e-04  warmup       0.04M tok    1.10s  loss/donor_kl=3.531  loss/mtp=8.495  loss/total=4.603  train/grad_norm=17.2
step      22  loss  6.2675  lr 2.20e-04  warmup       0.05M tok    1.10s  loss/donor_kl=3.619  loss/mtp=8.877  loss/total=4.943  train/grad_norm=26.59
step      23  loss  6.1529  lr 2.30e-04  warmup       0.05M tok    1.10s  loss/donor_kl=3.317  loss/mtp=8.905  loss/total=4.735  train/grad_norm=13.93
step      24  loss  6.4669  lr 2.40e-04  warmup       0.05M tok    1.11s  loss/donor_kl=3.565  loss/mtp=9.222  loss/total=5.016  train/grad_norm=21.61
step      25  loss  5.9546  lr 2.50e-04  warmup       0.05M tok    1.10s  loss/donor_kl=2.887  loss/mtp=9.098  loss/total=4.421  train/grad_norm=14.16
step      26  loss  5.7504  lr 2.60e-04  warmup       0.05M tok    1.10s  loss/donor_kl=2.755  loss/mtp=8.907  loss/total=4.252  train/grad_norm=12.83
step      27  loss  5.8322  lr 2.70e-04  warmup       0.06M tok    1.10s  loss/donor_kl=2.72  loss/mtp=8.75  loss/total=4.276  train/grad_norm=9.382
step      28  loss  5.7681  lr 2.80e-04  warmup       0.06M tok    1.11s  loss/donor_kl=3.021  loss/mtp=8.966  loss/total=4.395  train/grad_norm=11.65
step      29  loss  5.6471  lr 2.90e-04  warmup       0.06M tok    1.11s  loss/donor_kl=2.813  loss/mtp=8.903  loss/total=4.23  train/grad_norm=10.6
step      30  loss  5.3561  lr 3.00e-04  warmup       0.06M tok    1.10s  loss/donor_kl=2.718  loss/mtp=8.42  loss/total=4.037  train/grad_norm=14.51
step      31  loss  5.5513  lr 3.10e-04  warmup       0.06M tok    1.10s  loss/donor_kl=2.62  loss/mtp=8.925  loss/total=4.086  train/grad_norm=12.36
step      32  loss  5.7112  lr 3.20e-04  warmup       0.07M tok    1.11s  loss/donor_kl=2.892  loss/mtp=9.208  loss/total=4.302  train/grad_norm=12.55
step      33  loss  5.1330  lr 3.30e-04  warmup       0.07M tok    1.10s  loss/donor_kl=2.382  loss/mtp=8.342  loss/total=3.757  train/grad_norm=9.819
step      34  loss  5.4855  lr 3.40e-04  warmup       0.07M tok    1.10s  loss/donor_kl=2.34  loss/mtp=9.09  loss/total=3.913  train/grad_norm=13.17
step      35  loss  5.4167  lr 3.50e-04  warmup       0.07M tok    1.10s  loss/donor_kl=2.709  loss/mtp=8.987  loss/total=4.063  train/grad_norm=12.29
step      36  loss  5.5692  lr 3.60e-04  warmup       0.07M tok    1.10s  loss/donor_kl=3.048  loss/mtp=8.923  loss/total=4.309  train/grad_norm=12.28
step      37  loss  5.4474  lr 3.70e-04  warmup       0.08M tok    1.10s  loss/donor_kl=2.499  loss/mtp=8.48  loss/total=3.973  train/grad_norm=10.11
step      38  loss  5.1333  lr 3.80e-04  warmup       0.08M tok    1.10s  loss/donor_kl=2.492  loss/mtp=8.786  loss/total=3.812  train/grad_norm=14.16
step      39  loss  5.4347  lr 3.90e-04  warmup       0.08M tok    1.10s  loss/donor_kl=2.682  loss/mtp=8.765  loss/total=4.059  train/grad_norm=9.519
step      40  loss  5.6086  lr 4.00e-04  warmup       0.08M tok    1.10s  loss/donor_kl=2.597  loss/mtp=8.93  loss/total=4.103  train/grad_norm=8.552
step      41  loss  5.3092  lr 4.10e-04  warmup       0.08M tok    1.10s  loss/donor_kl=2.293  loss/mtp=8.623  loss/total=3.801  train/grad_norm=7.254
step      42  loss  5.1546  lr 4.20e-04  warmup       0.09M tok    1.10s  loss/donor_kl=2.491  loss/mtp=8.655  loss/total=3.823  train/grad_norm=7.109
step      43  loss  5.1497  lr 4.30e-04  warmup       0.09M tok    1.10s  loss/donor_kl=2.373  loss/mtp=8.63  loss/total=3.761  train/grad_norm=7.996
step      44  loss  5.2233  lr 4.40e-04  warmup       0.09M tok    1.12s  loss/donor_kl=2.739  loss/mtp=8.948  loss/total=3.981  train/grad_norm=9.329
step      45  loss  5.3808  lr 4.50e-04  warmup       0.09M tok    1.11s  loss/donor_kl=2.228  loss/mtp=8.866  loss/total=3.804  train/grad_norm=8.541
